Name,Review,Number Of Reviews,Genre,Tags,Dev_Info,Developer,Publisher,Release_Date,link,Price
The Wolf Among Us,Overwhelmingly Positive,(261),"['Action, Adventure, Casual']","['Single-player', 'Steam Achievements', 'Remote Play on TV']","['Action, Adventure, Casual']",Telltale,Telltale,"11 Oct, 2013",https://store.steampowered.com/app/250320/The_Wolf_Among_Us/?snr=1_7_7_7000_150_17,$7.99
The Fabulous Fear Machine,Mostly Positive,(22),"['Indie, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']","['Indie, Simulation, Strategy']",Fictiorama Studios,AMC Games,"4 Oct, 2023",https://store.steampowered.com/app/1540350/The_Fabulous_Fear_Machine/?snr=1_7_7_7000_150_17,$6.22
Sundered®: Eldritch Edition,Mixed,(25),"['Action, Adventure, Indie']","['Single-player', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']","['Action, Adventure, Indie']",Thunder Lotus Games,Thunder Lotus Games,"28 Jul, 2017",https://store.steampowered.com/app/535480/Sundered_Eldritch_Edition/?snr=1_7_7_7000_150_17,$4.99
Peggle Deluxe,Overwhelmingly Positive,(200),['Casual'],"['Single-player', 'Remote Play on Phone', 'Remote Play on Tablet']",['Casual'],"PopCap Games, Inc.","PopCap Games, Inc.","27 Feb, 2007",https://store.steampowered.com/app/3480/Peggle_Deluxe/?snr=1_7_7_7000_150_17,$4.99
Let's Build a Zoo,Very Positive,(39),"['Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud']","['Simulation, Strategy']",Springloaded,No More Robots,"5 Nov, 2021",https://store.steampowered.com/app/1547890/Lets_Build_a_Zoo/?snr=1_7_7_7000_150_17,$10.49
Brutal Orchestra,Very Positive,(61),"['Action, Adventure, Casual, Indie, RPG, Strategy']","['Single-player', 'Steam Achievements']","['Action, Adventure, Casual, Indie, RPG, Strategy']",Talia bob Mair,Hellbent Games,"17 Dec, 2021",https://store.steampowered.com/app/1734320/Brutal_Orchestra/?snr=1_7_7_7000_150_17,$10.49
Astrea: Six-Sided Oracles,Very Positive,(83),"['Casual, Indie, Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud']","['Casual, Indie, Strategy']",Little Leo Games,Akupara Games,"21 Sep, 2023",https://store.steampowered.com/app/1755830/Astrea_SixSided_Oracles/?snr=1_7_7_7000_150_17,$12.49
Quake 4,Very Positive,(32),['Action'],"['Single-player', 'Steam Cloud']",['Action'],RavenSoft,Bethesda Softworks,"18 Oct, 2005",https://store.steampowered.com/app/2210/Quake_4/?snr=1_7_7_7000_150_17,$2.96
SYNTHETIK 2,Very Positive,(40),"['Action, Indie, Early Access']","['Single-player', 'Online Co-op']","['Action, Indie, Early Access']",Flow Fire Games,Flow Fire Games,"11 Nov, 2021",https://store.steampowered.com/app/1471410/SYNTHETIK_2/?snr=1_7_7_7000_150_17,$10.49
Planescape: Torment: Enhanced Edition,Very Positive,(29),"['Adventure, RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']","['Adventure, RPG']",Beamdog,Beamdog,"11 Apr, 2017",https://store.steampowered.com/app/466300/Planescape_Torment_Enhanced_Edition/?snr=1_7_7_7000_150_17,$10.49
Ghostrunner,Very Positive,(532),['Action'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",['Action'],One More Level,505 Games,"27 Oct, 2020",https://store.steampowered.com/app/1139900/Ghostrunner/?snr=1_7_7_7000_150_17,$14.99
"YEAH! YOU WANT ""THOSE GAMES,"" RIGHT? SO HERE YOU GO! NOW, LET'S SEE YOU CLEAR THEM!",Mostly Positive,(48),['Casual'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",['Casual'],MONKEYCRAFT Co. Ltd.,D3PUBLISHER,"19 Jul, 2023",https://store.steampowered.com/app/2348100/YEAH_YOU_WANT_THOSE_GAMES_RIGHT_SO_HERE_YOU_GO_NOW_LETS_SEE_YOU_CLEAR_THEM/?snr=1_7_7_7000_150_17,$9.99
