Name,Genre,Price,Review
Viscera Cleanup Detail,Simulation,7.29,Very Positive
Across the Obelisk,Adventure,11.99,Very Positive
Across the Obelisk,Indie,11.99,Very Positive
Across the Obelisk,RPG,11.99,Very Positive
Across the Obelisk,Strategy,11.99,Very Positive
Steel Division 2,Action,39.99,Mostly Positive
Steel Division 2,Indie,39.99,Mostly Positive
Steel Division 2,Simulation,39.99,Mostly Positive
Steel Division 2,Strategy,39.99,Mostly Positive
Total War: ATTILA,Strategy,20.99,Very Positive
Uncrashed : FPV Drone Simulator,Indie,7.99,Very Positive
Uncrashed : FPV Drone Simulator,Racing,7.99,Very Positive
Uncrashed : FPV Drone Simulator,Simulation,7.99,Very Positive
Uncrashed : FPV Drone Simulator,Sports,7.99,Very Positive
Iron Marines Invasion,Action,8.99,Mostly Positive
Iron Marines Invasion,Indie,8.99,Mostly Positive
Iron Marines Invasion,Strategy,8.99,Mostly Positive
EA SPORTS™ PGA TOUR™,RPG,69.99,Mixed
EA SPORTS™ PGA TOUR™,Sports,69.99,Mixed
Beer Factory,Indie,9.89,Mixed
Beer Factory,Simulation,9.89,Mixed
Fabledom,Casual,15.99,Very Positive
Fabledom,Simulation,15.99,Very Positive
Fabledom,Strategy,15.99,Very Positive
Fabledom,Early Access,15.99,Very Positive
Monster Energy Supercross - The Official Videogame 6,Racing,14.99,Mixed
Monster Energy Supercross - The Official Videogame 6,Sports,14.99,Mixed
Battle Brothers,Indie,14.99,Very Positive
Battle Brothers,RPG,14.99,Very Positive
Battle Brothers,Strategy,14.99,Very Positive
Caliber,Action,0.0,Mostly Positive
Caliber,Massively Multiplayer,0.0,Mostly Positive
Caliber,Free to Play,0.0,Mostly Positive
Session: Skate Sim,Indie,19.99,Very Positive
Session: Skate Sim,Simulation,19.99,Very Positive
Session: Skate Sim,Sports,19.99,Very Positive
Session: Skate Sim,Strategy,19.99,Very Positive
Unturned,Action,0.0,Very Positive
Unturned,Adventure,0.0,Very Positive
Unturned,Casual,0.0,Very Positive
Unturned,Indie,0.0,Very Positive
Unturned,Free to Play,0.0,Very Positive
Metro Exodus,Action,22.99,Very Positive
Kuroinu 2 Redux,Adventure,9.99,Mostly Positive
WITCH ON THE HOLY NIGHT,Adventure,26.99,Overwhelmingly Positive
Eastshade,Adventure,9.99,Very Positive
Eastshade,Indie,9.99,Very Positive
Wizard with a Gun,Action,12.49,Very Positive
Wizard with a Gun,Adventure,12.49,Very Positive
Wizard with a Gun,Indie,12.49,Very Positive
TerraTech,Action,24.99,Very Positive
TerraTech,Indie,24.99,Very Positive
My Singing Monsters,Simulation,0.0,Very Positive
My Singing Monsters,Free to Play,0.0,Very Positive
Shadowverse CCG,Strategy,0.0,Mostly Positive
Shadowverse CCG,Free to Play,0.0,Mostly Positive
"Warhammer 40,000: Gladius - Relics of War",Strategy,18.99,Very Positive
RISK: Global Domination,Casual,0.0,Very Positive
RISK: Global Domination,Strategy,0.0,Very Positive
RISK: Global Domination,Free to Play,0.0,Very Positive
Settlement Survival,Simulation,19.99,Very Positive
Settlement Survival,Strategy,19.99,Very Positive
Cosmoteer: Starship Architect & Commander,Simulation,10.49,Overwhelmingly Positive
Cosmoteer: Starship Architect & Commander,Strategy,10.49,Overwhelmingly Positive
Cosmoteer: Starship Architect & Commander,Early Access,10.49,Overwhelmingly Positive
Ravenfield,Action,9.29,Overwhelmingly Positive
Ravenfield,Indie,9.29,Overwhelmingly Positive
Ravenfield,Early Access,9.29,Overwhelmingly Positive
MORDHAU,Action,12.99,Very Positive
MORDHAU,Indie,12.99,Very Positive
Red Dead Online,Action,19.99,Very Positive
Red Dead Online,Adventure,19.99,Very Positive
Predecessor,Action,4.99,Mostly Positive
Predecessor,Massively Multiplayer,4.99,Mostly Positive
Predecessor,Strategy,4.99,Mostly Positive
Predecessor,Early Access,4.99,Mostly Positive
F1® Manager 2023,Simulation,25.99,Mostly Positive
F1® Manager 2023,Strategy,25.99,Mostly Positive
A Total War Saga: TROY,Action,39.99,Mostly Positive
A Total War Saga: TROY,Simulation,39.99,Mostly Positive
A Total War Saga: TROY,Strategy,39.99,Mostly Positive
Stranded Deep,Adventure,19.99,Mostly Positive
Stranded Deep,Indie,19.99,Mostly Positive
Jagged Alliance 3,Action,20.99,Very Positive
Jagged Alliance 3,Strategy,20.99,Very Positive
Golf It!,Casual,5.49,Very Positive
Golf It!,Indie,5.49,Very Positive
Golf It!,Simulation,5.49,Very Positive
Golf It!,Sports,5.49,Very Positive
Back 4 Blood,Action,59.99,Mixed
Do Not Feed the Monkeys,Indie,1.69,Very Positive
Do Not Feed the Monkeys,Simulation,1.69,Very Positive
Do Not Feed the Monkeys,Strategy,1.69,Very Positive
"Gunner, HEAT, PC!",Action,14.99,Very Positive
"Gunner, HEAT, PC!",Indie,14.99,Very Positive
"Gunner, HEAT, PC!",Simulation,14.99,Very Positive
"Gunner, HEAT, PC!",Early Access,14.99,Very Positive
This Bed We Made,Adventure,24.99,Very Positive
This Bed We Made,Indie,24.99,Very Positive
Soulstone Survivors,Action,5.79,Very Positive
Soulstone Survivors,Indie,5.79,Very Positive
Soulstone Survivors,RPG,5.79,Very Positive
Soulstone Survivors,Early Access,5.79,Very Positive
Fernbus Simulator,Casual,14.99,Mostly Positive
Fernbus Simulator,Simulation,14.99,Mostly Positive
Forts,Action,7.99,Very Positive
Forts,Indie,7.99,Very Positive
Forts,Strategy,7.99,Very Positive
Peaks of Yore,Action,9.89,Very Positive
Peaks of Yore,Adventure,9.89,Very Positive
Peaks of Yore,Indie,9.89,Very Positive
Total War: MEDIEVAL II – Definitive Edition,Strategy,19.99,Overwhelmingly Positive
OCTOPATH TRAVELER™,RPG,50.03,Very Positive
Resident Evil 3,Action,29.99,Very Positive
Ultimate Admiral: Dreadnoughts,Indie,34.99,Mostly Positive
Ultimate Admiral: Dreadnoughts,RPG,34.99,Mostly Positive
Ultimate Admiral: Dreadnoughts,Simulation,34.99,Mostly Positive
Ultimate Admiral: Dreadnoughts,Strategy,34.99,Mostly Positive
Steep™,Action,23.99,Very Positive
Steep™,Sports,23.99,Very Positive
Quasimorph,Indie,12.49,Mostly Positive
Quasimorph,RPG,12.49,Mostly Positive
Quasimorph,Simulation,12.49,Mostly Positive
Quasimorph,Strategy,12.49,Mostly Positive
Quasimorph,Early Access,12.49,Mostly Positive
NEKOPARA Vol. 1,Casual,3.47,Overwhelmingly Positive
NEKOPARA Vol. 1,Indie,3.47,Overwhelmingly Positive
Just Go,Casual,7.49,Very Positive
Just Go,Indie,7.49,Very Positive
Just Go,Simulation,7.49,Very Positive
Just Go,Strategy,7.49,Very Positive
Black Mesa,Action,19.99,Overwhelmingly Positive
Black Mesa,Adventure,19.99,Overwhelmingly Positive
Black Mesa,Indie,19.99,Overwhelmingly Positive
Trackmania,Racing,0.0,Mostly Positive
Disney's Chicken Little,Action,1.44,Mixed
Disney's Chicken Little,Adventure,1.44,Mixed
Fears to Fathom - Ironbark Lookout,Adventure,5.99,Very Positive
Fears to Fathom - Ironbark Lookout,Casual,5.99,Very Positive
Fears to Fathom - Ironbark Lookout,Indie,5.99,Very Positive
One-armed robber,Action,0.0,Very Positive
One-armed robber,Indie,0.0,Very Positive
One-armed robber,Simulation,0.0,Very Positive
One-armed robber,Strategy,0.0,Very Positive
Derail Valley,Adventure,18.99,Overwhelmingly Positive
Derail Valley,Indie,18.99,Overwhelmingly Positive
Derail Valley,Simulation,18.99,Overwhelmingly Positive
Derail Valley,Early Access,18.99,Overwhelmingly Positive
BioShock Infinite,Action,29.99,Very Positive
Touhou Luna Nights,Action,6.96,Overwhelmingly Positive
Touhou Luna Nights,Adventure,6.96,Overwhelmingly Positive
Touhou Luna Nights,Indie,6.96,Overwhelmingly Positive
Stronghold Crusader 2,Simulation,18.99,Mostly Positive
Stronghold Crusader 2,Strategy,18.99,Mostly Positive
Wayfinder,Action,19.99,Mixed
Wayfinder,Adventure,19.99,Mixed
Wayfinder,Casual,19.99,Mixed
Wayfinder,Massively Multiplayer,19.99,Mixed
Wayfinder,RPG,19.99,Mixed
Wayfinder,Early Access,19.99,Mixed
State of Decay: YOSE,Action,4.99,Very Positive
State of Decay: YOSE,RPG,4.99,Very Positive
State of Decay: YOSE,Simulation,4.99,Very Positive
Disney Universe,Action,2.62,Very Positive
Disney Universe,Adventure,2.62,Very Positive
CUSTOM ORDER MAID 3D2 It's a Night Magic,Adventure,40.0,Very Positive
CUSTOM ORDER MAID 3D2 It's a Night Magic,Indie,40.0,Very Positive
CUSTOM ORDER MAID 3D2 It's a Night Magic,Simulation,40.0,Very Positive
Tony Hawk's™ Pro Skater™ 1 + 2,Sports,39.99,Very Positive
BOKURA,Action,3.3,Very Positive
BOKURA,Adventure,3.3,Very Positive
BOKURA,Casual,3.3,Very Positive
BOKURA,Indie,3.3,Very Positive
Metal: Hellsinger,Action,14.99,Overwhelmingly Positive
Metal: Hellsinger,Adventure,14.99,Overwhelmingly Positive
Disney•Pixar Brave: The Video Game,Action,2.62,Very Positive
Disney•Pixar Brave: The Video Game,Adventure,2.62,Very Positive
Dungeons 4,Simulation,49.99,Very Positive
Dungeons 4,Strategy,49.99,Very Positive
Project Hospital,Indie,12.49,Very Positive
Project Hospital,Simulation,12.49,Very Positive
Project Hospital,Strategy,12.49,Very Positive
Life is Strange - Episode 1,Action,0.0,Overwhelmingly Positive
Life is Strange - Episode 1,Adventure,0.0,Overwhelmingly Positive
Shakes and Fidget,Adventure,0.0,Very Positive
Shakes and Fidget,Casual,0.0,Very Positive
Shakes and Fidget,Indie,0.0,Very Positive
Shakes and Fidget,Massively Multiplayer,0.0,Very Positive
Shakes and Fidget,RPG,0.0,Very Positive
Shakes and Fidget,Strategy,0.0,Very Positive
Shakes and Fidget,Free to Play,0.0,Very Positive
PROJECT: PLAYTIME,Action,0.0,Mostly Positive
PROJECT: PLAYTIME,Indie,0.0,Mostly Positive
PROJECT: PLAYTIME,Free to Play,0.0,Mostly Positive
PROJECT: PLAYTIME,Early Access,0.0,Mostly Positive
Lakeburg Legacies,RPG,11.5,Mostly Positive
Lakeburg Legacies,Simulation,11.5,Mostly Positive
Lakeburg Legacies,Strategy,11.5,Mostly Positive
Everybody's Gone to the Rapture,Adventure,7.99,Mixed
Everybody's Gone to the Rapture,Casual,7.99,Mixed
Everybody's Gone to the Rapture,Indie,7.99,Mixed
FINAL FANTASY VIII,RPG,3.79,Very Positive
GNOSIA,Adventure,9.99,Very Positive
Depersonalization,Adventure,19.99,Very Positive
Depersonalization,Casual,19.99,Very Positive
Depersonalization,Indie,19.99,Very Positive
Depersonalization,RPG,19.99,Very Positive
Depersonalization,Strategy,19.99,Very Positive
Depersonalization,Early Access,19.99,Very Positive
theHunter Classic,Action,0.0,Mixed
theHunter Classic,Adventure,0.0,Mixed
theHunter Classic,Free to Play,0.0,Mixed
theHunter Classic,Simulation,0.0,Mixed
theHunter Classic,Sports,0.0,Mixed
The Riftbreaker,Action,14.99,Very Positive
The Riftbreaker,Adventure,14.99,Very Positive
The Riftbreaker,Indie,14.99,Very Positive
The Riftbreaker,RPG,14.99,Very Positive
The Riftbreaker,Simulation,14.99,Very Positive
The Riftbreaker,Strategy,14.99,Very Positive
Amazing Cultivation Simulator,Indie,24.99,Very Positive
Amazing Cultivation Simulator,RPG,24.99,Very Positive
Amazing Cultivation Simulator,Simulation,24.99,Very Positive
Amazing Cultivation Simulator,Strategy,24.99,Very Positive
Techtonica,Indie,14.99,Very Positive
Techtonica,Simulation,14.99,Very Positive
Techtonica,Strategy,14.99,Very Positive
Techtonica,Early Access,14.99,Very Positive
Assassin's Creed® Origins,Action,47.99,Very Positive
Assassin's Creed® Origins,Adventure,47.99,Very Positive
Assassin's Creed® Origins,RPG,47.99,Very Positive
Ancestors: The Humankind Odyssey,Action,38.69,Very Positive
Ancestors: The Humankind Odyssey,Adventure,38.69,Very Positive
Ancestors: The Humankind Odyssey,Indie,38.69,Very Positive
Ancestors: The Humankind Odyssey,RPG,38.69,Very Positive
Shadow Warrior 3: Definitive Edition,Action,7.35,Mixed
Shadow Warrior 3: Definitive Edition,Adventure,7.35,Mixed
Killer Frequency,Adventure,12.49,Very Positive
Killer Frequency,Indie,12.49,Very Positive
Killer Frequency,Simulation,12.49,Very Positive
HUMANKIND™,Strategy,42.49,Mixed
Baldur's Gate: Enhanced Edition,Adventure,10.49,Very Positive
Baldur's Gate: Enhanced Edition,RPG,10.49,Very Positive
War Hospital,Strategy,19.99,Mixed
Ragnarock,Action,6.24,Very Positive
Ragnarock,Casual,6.24,Very Positive
Ragnarock,Indie,6.24,Very Positive
Roadwarden,Adventure,3.14,Overwhelmingly Positive
Roadwarden,Indie,3.14,Overwhelmingly Positive
Roadwarden,RPG,3.14,Overwhelmingly Positive
Heroes® of Might & Magic® III - HD Edition,RPG,11.99,Mostly Positive
Heroes® of Might & Magic® III - HD Edition,Strategy,11.99,Mostly Positive
BATTLETECH,Action,23.99,Very Positive
BATTLETECH,Adventure,23.99,Very Positive
BATTLETECH,Strategy,23.99,Very Positive
LONESTAR,Adventure,5.79,Very Positive
LONESTAR,Indie,5.79,Very Positive
LONESTAR,RPG,5.79,Very Positive
LONESTAR,Strategy,5.79,Very Positive
LONESTAR,Early Access,5.79,Very Positive
Total War: EMPIRE – Definitive Edition,Strategy,19.99,Very Positive
Football Coach: College Dynasty,Simulation,11.24,Overwhelmingly Positive
Football Coach: College Dynasty,Sports,11.24,Overwhelmingly Positive
Football Coach: College Dynasty,Strategy,11.24,Overwhelmingly Positive
Football Coach: College Dynasty,Early Access,11.24,Overwhelmingly Positive
Hydroneer,Adventure,14.99,Very Positive
Hydroneer,Casual,14.99,Very Positive
Hydroneer,Indie,14.99,Very Positive
Hydroneer,Simulation,14.99,Very Positive
Hydroneer,Strategy,14.99,Very Positive
Tom Clancy’s The Division™,Action,23.99,Mostly Positive
Tom Clancy’s The Division™,Adventure,23.99,Mostly Positive
Tom Clancy’s The Division™,RPG,23.99,Mostly Positive
Assassin's Creed® Unity,Action,23.99,Mostly Positive
Assassin's Creed® Unity,Adventure,23.99,Mostly Positive
Farming Simulator 19,Simulation,8.99,Very Positive
Dungeons & Dragons Online®,Action,0.0,Mostly Positive
Dungeons & Dragons Online®,Adventure,0.0,Mostly Positive
Dungeons & Dragons Online®,Free to Play,0.0,Mostly Positive
Dungeons & Dragons Online®,Massively Multiplayer,0.0,Mostly Positive
Dungeons & Dragons Online®,RPG,0.0,Mostly Positive
Opus Magnum,Indie,10.49,Overwhelmingly Positive
Opus Magnum,Simulation,10.49,Overwhelmingly Positive
Rogue Company,Action,0.0,Mostly Positive
Rogue Company,Free to Play,0.0,Mostly Positive
STAR WARS Jedi: Fallen Order™,Action,39.99,Very Positive
STAR WARS Jedi: Fallen Order™,Adventure,39.99,Very Positive
Need for Speed™ Most Wanted,Action,19.99,Mostly Positive
Need for Speed™ Most Wanted,Adventure,19.99,Mostly Positive
Need for Speed™ Most Wanted,Racing,19.99,Mostly Positive
Battlefield 4™,Action,39.99,Very Positive
Animation Throwdown: The Quest for Cards,Adventure,0.0,Mostly Positive
Animation Throwdown: The Quest for Cards,Free to Play,0.0,Mostly Positive
Animation Throwdown: The Quest for Cards,RPG,0.0,Mostly Positive
Animation Throwdown: The Quest for Cards,Strategy,0.0,Mostly Positive
The Escape: Together,Action,1.79,Very Positive
The Escape: Together,Indie,1.79,Very Positive
The Escape: Together,Early Access,1.79,Very Positive
Ratopia,Adventure,10.49,Very Positive
Ratopia,Casual,10.49,Very Positive
Ratopia,Indie,10.49,Very Positive
Ratopia,Simulation,10.49,Very Positive
Ratopia,Strategy,10.49,Very Positive
Ratopia,Early Access,10.49,Very Positive
Dimensions: Dreadnought Architect,Indie,9.89,Mixed
Dimensions: Dreadnought Architect,Simulation,9.89,Mixed
Dimensions: Dreadnought Architect,Strategy,9.89,Mixed
Dimensions: Dreadnought Architect,Early Access,9.89,Mixed
City Car Driving,Indie,12.49,Very Positive
City Car Driving,Racing,12.49,Very Positive
City Car Driving,Simulation,12.49,Very Positive
Townscaper,Casual,3.59,Overwhelmingly Positive
Townscaper,Indie,3.59,Overwhelmingly Positive
Townscaper,Simulation,3.59,Overwhelmingly Positive
Mount & Blade: Warband,Action,7.99,Overwhelmingly Positive
Mount & Blade: Warband,RPG,7.99,Overwhelmingly Positive
Tracks - The Train Set Game,Indie,0.49,Very Positive
Tracks - The Train Set Game,Racing,0.49,Very Positive
Tracks - The Train Set Game,Simulation,0.49,Very Positive
Borderlands: The Pre-Sequel,Action,39.99,Very Positive
Borderlands: The Pre-Sequel,RPG,39.99,Very Positive
Starbound,Action,7.99,Very Positive
Starbound,Adventure,7.99,Very Positive
Starbound,Casual,7.99,Very Positive
Starbound,Indie,7.99,Very Positive
Starbound,RPG,7.99,Very Positive
Wedding Witch,Action,2.99,Very Positive
Wedding Witch,Indie,2.99,Very Positive
Wedding Witch,RPG,2.99,Very Positive
Chillquarium,Casual,3.59,Very Positive
Chillquarium,Simulation,3.59,Very Positive
Papa's Freezeria Deluxe,Action,3.59,Overwhelmingly Positive
Papa's Freezeria Deluxe,Casual,3.59,Overwhelmingly Positive
Papa's Freezeria Deluxe,Indie,3.59,Overwhelmingly Positive
Papa's Freezeria Deluxe,Simulation,3.59,Overwhelmingly Positive
Papa's Freezeria Deluxe,Strategy,3.59,Overwhelmingly Positive
My Dream Setup,Casual,3.59,Very Positive
My Dream Setup,Indie,3.59,Very Positive
My Dream Setup,Simulation,3.59,Very Positive
Smalland: Survive the Wilds,Action,17.99,Very Positive
Smalland: Survive the Wilds,Adventure,17.99,Very Positive
Smalland: Survive the Wilds,Indie,17.99,Very Positive
Smalland: Survive the Wilds,RPG,17.99,Very Positive
Smalland: Survive the Wilds,Early Access,17.99,Very Positive
Canvas of Kings,Indie,18.99,Very Positive
Canvas of Kings,RPG,18.99,Very Positive
Canvas of Kings,Early Access,18.99,Very Positive
Feed and Grow: Fish,Action,14.99,Mostly Positive
Feed and Grow: Fish,Indie,14.99,Mostly Positive
Feed and Grow: Fish,Simulation,14.99,Mostly Positive
Feed and Grow: Fish,Early Access,14.99,Mostly Positive
Turing Complete,Simulation,19.99,Overwhelmingly Positive
Turing Complete,Early Access,19.99,Overwhelmingly Positive
Tainted Grail: The Fall of Avalon,Action,29.99,Very Positive
Tainted Grail: The Fall of Avalon,Adventure,29.99,Very Positive
Tainted Grail: The Fall of Avalon,Indie,29.99,Very Positive
Tainted Grail: The Fall of Avalon,RPG,29.99,Very Positive
Tainted Grail: The Fall of Avalon,Early Access,29.99,Very Positive
Magicraft,Action,5.79,Very Positive
Magicraft,Adventure,5.79,Very Positive
Magicraft,Indie,5.79,Very Positive
Magicraft,RPG,5.79,Very Positive
Magicraft,Early Access,5.79,Very Positive
Deus Ex: Human Revolution - Director's Cut,Action,1.49,Very Positive
Deus Ex: Human Revolution - Director's Cut,RPG,1.49,Very Positive
For The King,Adventure,10.49,Very Positive
For The King,Indie,10.49,Very Positive
For The King,RPG,10.49,Very Positive
For The King,Strategy,10.49,Very Positive
ShellShock Live,Action,9.99,Very Positive
ShellShock Live,Casual,9.99,Very Positive
ShellShock Live,Indie,9.99,Very Positive
ShellShock Live,Massively Multiplayer,9.99,Very Positive
ShellShock Live,Strategy,9.99,Very Positive
NGU IDLE,Adventure,0.0,Overwhelmingly Positive
NGU IDLE,Indie,0.0,Overwhelmingly Positive
NGU IDLE,Simulation,0.0,Overwhelmingly Positive
NGU IDLE,Free to Play,0.0,Overwhelmingly Positive
Besiege,Indie,7.99,Overwhelmingly Positive
Besiege,Simulation,7.99,Overwhelmingly Positive
Havendock,Casual,7.86,Very Positive
Havendock,Indie,7.86,Very Positive
Havendock,Simulation,7.86,Very Positive
Havendock,Strategy,7.86,Very Positive
Havendock,Early Access,7.86,Very Positive
Nuclear War Simulator,Simulation,10.49,Mixed
Dark Deception,Action,0.0,Very Positive
Dark Deception,Adventure,0.0,Very Positive
Dark Deception,Indie,0.0,Very Positive
Dark Deception,Free to Play,0.0,Very Positive
Immortal Life,Action,16.99,Very Positive
Immortal Life,Adventure,16.99,Very Positive
Immortal Life,Casual,16.99,Very Positive
Immortal Life,RPG,16.99,Very Positive
Immortal Life,Simulation,16.99,Very Positive
Going Medieval,Indie,12.49,Very Positive
Going Medieval,RPG,12.49,Very Positive
Going Medieval,Simulation,12.49,Very Positive
Going Medieval,Strategy,12.49,Very Positive
Going Medieval,Early Access,12.49,Very Positive
Trine 5: A Clockwork Conspiracy,Action,14.99,Very Positive
Trine 5: A Clockwork Conspiracy,Adventure,14.99,Very Positive
Trine 5: A Clockwork Conspiracy,Indie,14.99,Very Positive
Trine 5: A Clockwork Conspiracy,RPG,14.99,Very Positive
RollerCoaster Tycoon® 3: Complete Edition,Simulation,10.49,Very Positive
RollerCoaster Tycoon® 3: Complete Edition,Strategy,10.49,Very Positive
Far Cry 3,Action,15.99,Very Positive
Far Cry 3,Adventure,15.99,Very Positive
侠客风云传前传(Tale of Wuxia:The Pre-Sequel),Adventure,8.49,Mostly Positive
侠客风云传前传(Tale of Wuxia:The Pre-Sequel),RPG,8.49,Mostly Positive
侠客风云传前传(Tale of Wuxia:The Pre-Sequel),Strategy,8.49,Mostly Positive
Attack on Titan 2 - A.O.T.2,Action,33.29,Very Positive
This War of Mine,Adventure,10.49,Very Positive
This War of Mine,Indie,10.49,Very Positive
This War of Mine,Simulation,10.49,Very Positive
Turmoil,Indie,7.29,Very Positive
Turmoil,Simulation,7.29,Very Positive
Turmoil,Strategy,7.29,Very Positive
Creeper World 4,Action,12.49,Overwhelmingly Positive
Creeper World 4,Casual,12.49,Overwhelmingly Positive
Creeper World 4,Indie,12.49,Overwhelmingly Positive
Creeper World 4,Simulation,12.49,Overwhelmingly Positive
Creeper World 4,Strategy,12.49,Overwhelmingly Positive
Catan Universe,Casual,0.0,Mixed
Catan Universe,Strategy,0.0,Mixed
Bully: Scholarship Edition,Action,14.99,Very Positive
Bully: Scholarship Edition,Adventure,14.99,Very Positive
Nucleares,Indie,14.99,Very Positive
Nucleares,Simulation,14.99,Very Positive
Pseudoregalia,Action,5.99,Overwhelmingly Positive
Pseudoregalia,Adventure,5.99,Overwhelmingly Positive
Pseudoregalia,Indie,5.99,Overwhelmingly Positive
Lunch Lady,Action,2.39,Very Positive
Lunch Lady,Adventure,2.39,Very Positive
Lunch Lady,Indie,2.39,Very Positive
Mad Games Tycoon 2,Casual,8.49,Very Positive
Mad Games Tycoon 2,Indie,8.49,Very Positive
Mad Games Tycoon 2,Simulation,8.49,Very Positive
Mad Games Tycoon 2,Strategy,8.49,Very Positive
STAR WARS™ - X-Wing Special Edition,Action,2.02,Mostly Positive
STAR WARS™ - X-Wing Special Edition,Simulation,2.02,Mostly Positive
"Warhammer 40,000: Space Marine - Anniversary Edition",Action,49.99,Very Positive
Visage,Action,34.99,Very Positive
Visage,Adventure,34.99,Very Positive
Visage,Indie,34.99,Very Positive
Visage,Simulation,34.99,Very Positive
Clone Drone in the Danger Zone,Action,19.99,Overwhelmingly Positive
Clone Drone in the Danger Zone,Indie,19.99,Overwhelmingly Positive
Unnamed Space Idle,Casual,0.0,Very Positive
Unnamed Space Idle,Simulation,0.0,Very Positive
Unnamed Space Idle,Free to Play,0.0,Very Positive
Unnamed Space Idle,Early Access,0.0,Very Positive
侠客风云传(Tale of Wuxia),Adventure,8.49,Mostly Positive
侠客风云传(Tale of Wuxia),Casual,8.49,Mostly Positive
侠客风云传(Tale of Wuxia),RPG,8.49,Mostly Positive
侠客风云传(Tale of Wuxia),Simulation,8.49,Mostly Positive
侠客风云传(Tale of Wuxia),Strategy,8.49,Mostly Positive
Animal Shelter,Adventure,19.6,Very Positive
Animal Shelter,Casual,19.6,Very Positive
Animal Shelter,Indie,19.6,Very Positive
Animal Shelter,Simulation,19.6,Very Positive
Inkbound,RPG,10.49,Very Positive
Inkbound,Strategy,10.49,Very Positive
Inkbound,Early Access,10.49,Very Positive
Men of War: Assault Squad 2,Action,14.99,Very Positive
Men of War: Assault Squad 2,Simulation,14.99,Very Positive
Men of War: Assault Squad 2,Strategy,14.99,Very Positive
Isonzo,Action,14.99,Very Positive
Isonzo,Indie,14.99,Very Positive
Isonzo,Massively Multiplayer,14.99,Very Positive
Isonzo,Simulation,14.99,Very Positive
Isonzo,Strategy,14.99,Very Positive
Leaf Blower Revolution - Idle Game,Casual,0.0,Very Positive
Leaf Blower Revolution - Idle Game,Indie,0.0,Very Positive
Leaf Blower Revolution - Idle Game,Free to Play,0.0,Very Positive
WHITE ALBUM: Memories like Falling Snow,Adventure,9.99,Very Positive
WHITE ALBUM: Memories like Falling Snow,Simulation,9.99,Very Positive
Mass Effect™: Andromeda Deluxe Edition,Action,39.99,Mostly Positive
Mass Effect™: Andromeda Deluxe Edition,RPG,39.99,Mostly Positive
Mechabellum,Action,8.99,Very Positive
Mechabellum,Massively Multiplayer,8.99,Very Positive
Mechabellum,Simulation,8.99,Very Positive
Mechabellum,Strategy,8.99,Very Positive
Mechabellum,Early Access,8.99,Very Positive
West Hunt,Casual,9.99,Very Positive
West Hunt,Indie,9.99,Very Positive
TaleSpire,Indie,12.49,Very Positive
TaleSpire,RPG,12.49,Very Positive
TaleSpire,Simulation,12.49,Very Positive
TaleSpire,Early Access,12.49,Very Positive
Transformice,Free to Play,0.0,Very Positive
Transformice,Indie,0.0,Very Positive
Transformice,Massively Multiplayer,0.0,Very Positive
STAR WARS™ - X-Wing Alliance™,Action,2.02,Very Positive
Momodora: Reverie Under The Moonlight,Action,2.31,Very Positive
Momodora: Reverie Under The Moonlight,Adventure,2.31,Very Positive
Momodora: Reverie Under The Moonlight,Indie,2.31,Very Positive
Exoprimal,Action,41.23,Mostly Positive
Placid Plastic Duck Simulator,Casual,1.99,Overwhelmingly Positive
Placid Plastic Duck Simulator,Simulation,1.99,Overwhelmingly Positive
STAR WARS™ - Dark Forces,Action,1.25,Very Positive
Wargame: Red Dragon,Indie,29.99,Very Positive
Wargame: Red Dragon,Simulation,29.99,Very Positive
Wargame: Red Dragon,Strategy,29.99,Very Positive
AirportSim,Casual,17.99,Mostly Positive
AirportSim,Indie,17.99,Mostly Positive
AirportSim,Simulation,17.99,Mostly Positive
The Break-In,Action,14.99,Very Positive
The Break-In,Indie,14.99,Very Positive
The Break-In,Simulation,14.99,Very Positive
The Break-In,Early Access,14.99,Very Positive
RaceRoom Racing Experience,Racing,0.0,Mostly Positive
RaceRoom Racing Experience,Simulation,0.0,Mostly Positive
RaceRoom Racing Experience,Sports,0.0,Mostly Positive
RaceRoom Racing Experience,Free to Play,0.0,Mostly Positive
X-Plane 11,Simulation,29.99,Very Positive
The Planet Crafter,Adventure,19.99,Overwhelmingly Positive
The Planet Crafter,Early Access,19.99,Overwhelmingly Positive
MARVEL Puzzle Quest,Casual,0.0,Mostly Positive
MARVEL Puzzle Quest,RPG,0.0,Mostly Positive
MARVEL Puzzle Quest,Strategy,0.0,Mostly Positive
MARVEL Puzzle Quest,Free to Play,0.0,Mostly Positive
Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,RPG,19.99,Mostly Positive
Gloomhaven,Adventure,17.99,Very Positive
Gloomhaven,RPG,17.99,Very Positive
Gloomhaven,Strategy,17.99,Very Positive
Monster Train,Strategy,12.49,Overwhelmingly Positive
Hatsune Miku: Project DIVA Mega Mix+,Action,39.39,Very Positive
Hero Siege,Action,4.49,Mostly Positive
Hero Siege,Adventure,4.49,Mostly Positive
Hero Siege,Indie,4.49,Mostly Positive
Hero Siege,Massively Multiplayer,4.49,Mostly Positive
Hero Siege,RPG,4.49,Mostly Positive
Nexomon: Extinction,Action,4.19,Very Positive
Nexomon: Extinction,Adventure,4.19,Very Positive
Nexomon: Extinction,Casual,4.19,Very Positive
