Name,Review,Genre,Tags,Developer,Publisher,Price,release_date,Total Number Of Reviews
SimCasino,Mostly Positive,"['Casual, Indie, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",LVGameDev LLC,LVGameDev LLC,24.99,2021-11-16,619.0
Bloody Trapland 2: Curiosity,Very Positive,"['Action, Adventure, Casual, Indie']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Online Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor', 'Remote Play Together']",2Play,2Play,5.79,2019-02-01,709.0
Prince of Persia: The Two Thrones™,Mostly Positive,"['Action, Adventure']",['Single-player'],Ubisoft Montreal,Ubisoft,7.99,2005-12-07,1705.0
F.E.A.R. 2: Project Origin,Very Positive,['Action'],['Single-player'],Monolith,Warner Bros. Games,14.99,2009-02-12,4097.0
No Time to Relax,Very Positive,"['Casual, Indie, Simulation, Strategy']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Remote Play Together']",Porcelain Fortress,Porcelain Fortress,7.79,2019-02-28,1212.0
Assassin’s Creed® Liberation HD,Mixed,"['Action, Adventure']",['Single-player'],Ubisoft Sofia,Ubisoft,15.99,2014-01-15,2444.0
Idle Clans,Mixed,"['Casual, Indie, Massively Multiplayer, RPG, Free to Play, Early Access']","['Single-player', 'MMO', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases']",Isam Games,Isam Games,0.0,2023-04-07,609.0
From The Darkness,Very Positive,"['Adventure, Indie']",['Single-player'],N4bA,N4bA,6.99,2021-03-30,2200.0
Cavern of Dreams,Very Positive,"['Action, Adventure, Casual, Indie']","['Single-player', 'Steam Achievements', 'Steam Cloud']",Bynine Studio,Super Rare Originals,7.99,2023-10-19,441.0
The Lord of the Rings: Gollum™,Mixed,"['Action, Adventure, RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV']",Daedalic Entertainment,Daedalic Entertainment,24.99,2023-05-25,407.0
Life Not Supported,Mostly Positive,"['Adventure, Simulation, Early Access']","['Single-player', 'Online Co-op']",Sam Stubbings,Sam Stubbings,18.99,2023-06-26,90.0
Myths of Rules,Very Positive,"['Indie, RPG']","['Single-player', 'Steam Achievements', 'Steam Workshop', 'Includes level editor']",Sugarcane Games,Sugarcane Games,2.99,2023-08-30,629.0
Antichamber,Overwhelmingly Positive,"['Adventure, Indie']","['Single-player', 'Steam Trading Cards']",Alexander Bruce,Demruth,19.99,2013-01-31,12392.0
HunieCam Studio,Very Positive,"['Indie, Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']",HuniePot,HuniePot,3.99,2016-04-04,4874.0
Ice Age Scrat's Nutty Adventure,Mixed,"['Action, Adventure']","['Single-player', 'Steam Achievements']",Just Add Water (Development) Ltd.,Outright Games Ltd.,11.99,2019-10-18,115.0
BlazBlue: Cross Tag Battle,Very Positive,['Action'],"['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play Together']",Arc System Works,Arc System Works,19.99,2019-11-21,2926.0
The Witch's House MV,Overwhelmingly Positive,"['Adventure, Casual, Indie, RPG']",['Single-player'],Fummy,DANGEN Entertainment,7.99,2018-10-31,2537.0
Production Line : Car factory simulation,Very Positive,"['Indie, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",Positech Games,Positech Games,12.49,2019-03-07,2945.0
Salty Hounds,Mostly Negative,"['Adventure, Casual, Indie, Simulation, Strategy, Early Access']","['Single-player', 'Profile Features Limited ']",Topping Palette,Topping Palette,19.99,2023-06-27,63.0
Dice Kingdoms,Very Positive,"['Indie, Strategy, Early Access']","['Single-player', 'Online PvP']",Fivemid Studio,Fivemid Studio,8.99,2023-04-03,198.0
Kunado Chronicles,Mixed,"['Adventure, Casual']","['Single-player', 'Steam Cloud']",Purple Software,Shiravune,7.49,2023-04-06,93.0
ISLANDERS,Very Positive,"['Casual, Indie, Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']",Coatsink,Coatsink,2.99,2019-04-04,14723.0
Worms Reloaded,Very Positive,['Strategy'],"['Single-player', 'Shared/Split Screen PvP', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Remote Play Together']",Team17 Digital Ltd,Team17 Digital Ltd,10.49,2010-08-26,3079.0
Floating Life2,Mostly Positive,"['Adventure, Casual, Indie, RPG']",['Single-player'],心流工作室（Heart Stream Studio）,心流工作室（Heart Stream Studio）,19.99,2023-10-27,985.0
Hitman 2: Silent Assassin,Very Positive,['Action'],"['Single-player', 'Steam Cloud']",Io-Interactive A/S,Io-Interactive A/S,4.99,2002-10-01,2524.0
Way of the Samurai 3,Mostly Positive,"['Action, Adventure']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",ACQUIRE Corp.,"Spike Chunsoft Co., Ltd.",19.99,2016-03-23,534.0
You Will Die Here Tonight,Very Positive,"['Action, Adventure, Indie, RPG']","['Single-player', 'Steam Achievements', 'Captions available', 'Steam Cloud', 'Remote Play on TV']",Spiral Bound Interactive LLC,Spiral Bound Interactive LLC,10.49,2023-10-31,232.0
The Magic Circle,Very Positive,"['Action, Adventure, Indie, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",Question,Question,8.74,2015-07-09,1004.0
A Day Out,Mostly Positive,"['Action, Adventure, Indie, Early Access']","['Single-player', 'Online Co-op', 'Steam Cloud']",KevTheDev,KevTheDev,5.79,2023-05-09,297.0
Arma 2: Operation Arrowhead,Very Positive,"['Action, Simulation, Strategy']","['Single-player', 'Online PvP', 'Online Co-op', 'Captions available', 'Includes level editor']",Bohemia Interactive,Bohemia Interactive,19.99,2010-06-29,15908.0
Fable - The Lost Chapters,Very Positive,"['Action, Adventure, RPG']",['Single-player'],Lionhead Studios,Xbox Game Studios,9.99,2011-12-19,6543.0
Tyranny,Very Positive,"['Adventure, RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet']",Obsidian Entertainment,Paradox Interactive,17.99,2016-11-10,8860.0
Splitgate,Very Positive,"['Action, Free to Play, Indie']","['Single-player', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Captions available', 'In-App Purchases']",1047 Games,1047 Games,0.0,2019-05-24,110878.0
Wizordum,Very Positive,"['Action, Indie, Early Access']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",Emberheart Games,Apogee Entertainment,7.99,2023-11-29,129.0
Monster Energy Supercross - The Official Videogame,Very Positive,"['Racing, Simulation, Sports']","['Single-player', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",Milestone S.r.l.,Milestone S.r.l.,19.99,2018-02-13,667.0
Magic Research,Very Positive,"['Adventure, Casual, Simulation']","['Single-player', 'Steam Achievements', 'Steam Cloud']",Maticolotto,Maticolotto,4.99,2023-03-23,289.0
Fun Hospital,Mixed,"['Casual, Free to Play, Indie, Simulation, Strategy']","['Single-player', 'In-App Purchases']",OrangesGame Technology Limited,OrangesGame Technology Limited,0.0,2018-06-22,515.0
Frozenheim,Mostly Positive,"['Simulation, Strategy']","['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements']",Paranoid Interactive,Untold Tales,19.99,2022-06-16,2827.0
Panzer Corps Gold,Very Positive,['Strategy'],"['Single-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Cloud', 'Includes level editor']",Flashback Games,Slitherine Ltd.,14.99,2011-07-10,1949.0
Prince of Persia®,Mostly Positive,"['Action, Adventure']",['Single-player'],Ubisoft Montreal,Ubisoft,7.99,2008-12-10,2737.0
Hyperdimension Neptunia Re;Birth3 V Generation,Overwhelmingly Positive,"['RPG, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",Idea Factory,Idea Factory,7.99,2015-10-30,2893.0
Riven: The Sequel to MYST,Very Positive,"['Adventure, Casual']",['Single-player'],Cyan Worlds Inc,Cyan Worlds Inc,3.59,1997-10-29,1089.0
Sim Companies,Very Positive,"['Massively Multiplayer, Simulation, Strategy, Free to Play']","['MMO', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases', 'Profile Features Limited ']",Sim Companies s.r.o.,Sim Companies s.r.o.,0.0,2023-08-31,385.0
Lost in Vivo,Very Positive,['Indie'],['Single-player'],KIRA,KIRA,11.99,2018-11-05,2810.0
Hot Lava,Very Positive,"['Action, Adventure, Indie, Racing']","['Single-player', 'Online PvP', 'Steam Achievements', 'Steam Workshop', 'Includes level editor']",Klei Entertainment,Klei Entertainment,10.49,2019-09-19,4566.0
Paper Bride,Very Positive,"['Adventure, Casual, Indie, RPG']","['Single-player', 'Steam Achievements']",HeartBeat Plus,HeartBeat Plus,7.99,2021-12-03,1654.0
Summer Pockets,Overwhelmingly Positive,"['Adventure, Casual']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",VisualArts/Key,VisualArts,20.99,2018-06-29,2836.0
Stephen's Sausage Roll,Overwhelmingly Positive,['Indie'],"['Single-player', 'Captions available', 'Steam Cloud']",increpare games,increpare games,14.99,2016-04-18,1101.0
Prince of Persia: Warrior Within™,Very Positive,"['Action, Adventure']",['Single-player'],Ubisoft,Ubisoft,7.99,2004-11-30,2628.0
Loop Hero,Very Positive,"['Indie, RPG, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",Four Quarters,Devolver Digital,7.99,2021-03-04,30081.0
Apewar,Very Positive,"['Action, Casual, Indie, Massively Multiplayer, Strategy, Early Access']","['Online PvP', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards']",Radatomic Studios,Radatomic Studios,1.99,2023-03-24,4208.0
Chuzzle Deluxe,Very Positive,['Casual'],['Single-player'],"PopCap Games, Inc.","PopCap Games, Inc.",4.99,2006-08-30,875.0
TT Isle Of Man: Ride on the Edge 3,Mostly Positive,"['Racing, Simulation, Sports']","['Single-player', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",Raceward Studio,Nacon,24.99,2023-05-11,234.0
Mashinky,Very Positive,"['Indie, Simulation, Strategy, Early Access']","['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor']",Jan Zelený,Jan Zelený,24.99,2018-10-06,2129.0
Paper Bride 2 Zangling Village,Very Positive,"['Adventure, Casual, Indie, RPG']","['Single-player', 'Steam Achievements']",HeartBeat Plus,HeartBeat Plus,9.99,2022-05-06,827.0
Pharaoh + Cleopatra,Very Positive,"['Simulation, Strategy']",['Single-player'],Impressions Games,Activision,9.99,1999-10-31,2166.0
Is It Wrong to Try to Pick Up Girls in a Dungeon? Infinite Combate,Mixed,"['Action, Adventure, RPG']","['Single-player', 'Steam Achievements']",MAGES. Inc.,PQube,4.74,2020-08-10,256.0
Sid Meier's Railroads!,Mostly Positive,['Strategy'],['Single-player'],Firaxis Games,2K,9.99,2006-10-16,2213.0
Bulletstorm: Full Clip Edition,Very Positive,"['Action, Adventure']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Remote Play on TV']",People Can Fly,Gearbox Publishing,18.99,2017-04-07,5962.0
Idle Monster TD: Evolved,Mostly Positive,"['Casual, Indie, Strategy, Free to Play']","['Single-player', 'Steam Achievements', 'In-App Purchases']","Monstermob USA, INC","Monstermob USA, INC",0.0,2022-11-16,1074.0
Party Panic,Mostly Positive,"['Action, Casual, Indie']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Remote Play Together']",Everglow Interactive Inc.,Everglow Interactive Inc.,16.99,2017-08-07,2705.0
Flower girl 2,Very Positive,"['Casual, Indie, Free to Play']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play Together']",9Garden,9Garden,0.0,2022-07-21,1933.0
The friends of Ringo Ishikawa,Very Positive,"['Action, Adventure, Indie, RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']",yeo,yeo,7.99,2018-05-17,2081.0
Cross Blitz,Mixed,"['Adventure, Indie, RPG, Strategy, Early Access']",['Single-player'],Tako Boy Studios LLC,The Arcade Crew,10.49,2023-11-29,807.0
EVERSPACE™,Mostly Positive,"['Action, Indie']","['Single-player', 'Steam Achievements', 'VR Supported', 'Steam Trading Cards', 'Steam Cloud']",ROCKFISH Games,ROCKFISH Games,19.99,2017-05-26,8968.0
Garten of Banban 3,Mostly Positive,"['Action, Adventure, Casual, Indie']",['Single-player'],Euphoric Brothers,Euphoric Brothers,4.99,2023-05-05,2056.0
Rusted Moss,Very Positive,"['Action, Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']","faxdoc, happysquared, sunnydaze",PLAYISM,10.49,2023-04-12,578.0
International Basketball Manager 23,Very Positive,"['Indie, Simulation, Sports, Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud']",UPLAY Basketball,UPLAY Online,9.99,2022-12-01,135.0
Voxel Tycoon,Very Positive,"['Indie, Simulation, Strategy, Early Access']","['Single-player', 'Steam Workshop', 'Steam Cloud']",Voxel Tycoon,Voxel Tycoon,12.49,2021-04-15,1317.0
Hedon Bloodrite,Very Positive,"['Action, Adventure, Indie, RPG']","['Single-player', 'Steam Trading Cards', 'Steam Cloud']",Zan_HedonDev,Zan_HedonDev,8.99,2019-05-16,1381.0
Paw Patrol: On A Roll!,Very Positive,['Adventure'],['Single-player'],Torus Games,Outright Games Ltd.,20.99,2018-10-23,287.0
Gothic® 3,Very Positive,"['Action, RPG']","['Single-player', 'Steam Cloud']",Piranha Bytes,THQ Nordic,5.79,2006-10-13,7435.0
They Are Coming,Very Positive,"['Action, Indie, Early Access']",['Single-player'],OnHit Developments,OnHit Developments,2.99,2023-10-30,161.0
TowerFall Ascension,Overwhelmingly Positive,"['Action, Indie']","['Single-player', 'Shared/Split Screen PvP', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']",Maddy Makes Games Inc.,Maddy Makes Games Inc.,7.99,2014-03-11,2606.0
METAL GEAR SURVIVE,Mixed,"['Action, Adventure, Strategy']","['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Captions available', 'Steam Cloud', 'Stats']",KONAMI,KONAMI,14.99,2018-02-22,3481.0
Anthology of Fear,Mostly Positive,"['Adventure, Indie']","['Single-player', 'Steam Cloud']",OhDeer Studio,100 GAMES,7.49,2023-03-17,163.0
Twilight Struggle,Very Positive,"['Simulation, Strategy']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases', 'Stats', 'Steam Turn Notifications']","Playdek, Inc.","Playdek, Inc.",9.99,2016-04-13,2186.0
Offworld Trading Company,Mostly Positive,"['Indie, Simulation, Strategy']","['Single-player', 'Online PvP', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor']",Mohawk Games,Stardock Entertainment,14.99,2016-04-28,3398.0
Mount & Blade: With Fire & Sword,Very Positive,"['Action, RPG']","['Single-player', 'Steam Achievements']",TaleWorlds Entertainment,TaleWorlds Entertainment,3.99,2011-05-03,10348.0
One Way Heroics,Very Positive,"['Indie, RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",Smoking WOLF,PLAYISM,0.67,2014-02-28,3348.0
Conarium,Mostly Positive,"['Adventure, Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV']",Stormling Studios,Iceberg Interactive,2.09,2017-06-06,1687.0
Planetbase,Mostly Positive,"['Indie, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']",Madruga Works,Madruga Works,14.99,2015-10-16,8338.0
GeoDepths,Very Positive,"['Adventure, Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud']",A Little More Games,A Little More Games,16.99,2023-10-20,144.0
Virtual Circuit Board,Very Positive,['Simulation'],['Single-player'],Reverie Foundry,Reverie Foundry,14.99,2023-10-06,205.0
Talented,Very Positive,"['Action, Indie, Early Access']","['Single-player', 'Steam Achievements', 'Steam Cloud']",TurtleFox Games,TurtleFox Games,1.99,2023-10-31,319.0
Hooked on You: A Dead by Daylight Dating Sim™,Very Positive,['Casual'],"['Single-player', 'Steam Achievements']",Psyop,Behaviour Interactive Inc.,5.79,2022-08-03,5024.0
Don't Be Afraid,Very Positive,"['Action, Adventure, Indie, Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available']",Limo Games,Eneida Games,2.02,2020-12-17,418.0
FatalZone,Mostly Positive,"['Action, Casual, Indie, RPG, Early Access']","['Single-player', 'Steam Achievements', 'Steam Cloud']",Midhard Games,101XP,4.99,2023-10-23,1432.0
Junkyard Truck,Mostly Positive,"['Simulation, Early Access']",['Single-player'],Keystone Knight,Keystone Knight,14.99,2022-07-27,768.0
Grim Legends: The Forsaken Bride,Overwhelmingly Positive,['Casual'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",Artifex Mundi,Artifex Mundi,1.99,2014-02-25,904.0
Affogato,Very Positive,"['Adventure, Indie, RPG, Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud']",Befun Studio,Spiral Up Games,16.99,2023-08-17,813.0
Fly Corp,Very Positive,"['Indie, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Includes level editor']",KishMish Games,KishMish Games,4.99,2023-05-18,2016.0
DOOM 64,Very Positive,['Action'],"['Single-player', 'Steam Achievements', 'Steam Cloud']",id Software,Bethesda Softworks,2.99,2020-03-20,5951.0
Roguebook,Very Positive,"['Adventure, Indie, RPG, Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud']",Abrakam Entertainment SA,Nacon,14.99,2021-06-17,2503.0
Orb of Creation,Very Positive,"['Casual, Indie, Strategy, Early Access']",['Single-player'],MarpleGames,MarpleGames,4.99,2022-03-31,1025.0
Emily is Away <3,Very Positive,"['Adventure, Casual, Indie, RPG, Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",Kyle Seeley,Kyle Seeley,9.99,2021-04-16,4675.0
Long Gone Days,Very Positive,"['Adventure, Indie, RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",This I Dreamt,Serenity Forge,18.73,2023-10-10,339.0
Escape Memoirs: Mini Stories,Very Positive,"['Adventure, Casual, Indie, Free to Play']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Captions available']",0 Deer Soft,0 Deer Soft Partnership,0.0,2022-09-30,4083.0
