,title,artist,top_genre,year,added,bpm,nrgy,dB,live,val,dur,acous,spch,pop
0,greedy,Tate McRae,alt z,2023,2024‑02‑02,111,73,-3,11,84,132,26,3,100
1,Cruel Summer,Taylor Swift,pop,2019,2024‑02‑02,170,70,-6,11,56,178,12,16,99
2,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,canadian contemporary r&b,2023,2024‑02‑02,88,64,-6,16,20,245,5,3,98
3,"yes, and?",Ariana Grande,pop,2024,2024‑02‑02,119,76,-7,10,82,215,20,5,97
4,Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),The Weeknd,canadian contemporary r&b,2023,2024‑02‑02,99,68,-6,41,85,215,6,19,96
5,vampire,Olivia Rodrigo,pop,2023,2024‑02‑02,138,53,-6,29,35,220,18,6,95
6,As It Was,Harry Styles,pop,2022,2024‑02‑02,174,73,-5,31,66,167,34,6,95
7,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,art pop,2023,2024‑02‑02,78,9,-18,10,14,222,96,3,95
8,Starboy,The Weeknd,canadian contemporary r&b,2016,2024‑02‑02,186,59,-7,14,49,230,14,28,95
9,BELLAKEO,Peso Pluma,corridos tumbados,2023,2024‑02‑02,180,88,-3,15,46,197,6,10,95
10,Flowers,Miley Cyrus,pop,2023,2024‑02‑02,118,69,-5,2,63,201,6,6,94
11,HARLEY QUINN,Fuerza Regida,corrido,2023,2024‑02‑02,125,74,-6,22,59,143,3,6,94
12,Houdini,Dua Lipa,dance pop,2023,2024‑02‑02,117,79,-5,9,87,186,0,6,94
13,Blinding Lights,The Weeknd,canadian contemporary r&b,2020,2024‑02‑02,171,73,-6,9,33,200,0,6,93
14,Paint The Town Red,Doja Cat,dance pop,2023,2024‑02‑02,100,54,-9,9,73,232,27,17,93
15,Dance The Night - From Barbie The Album,Dua Lipa,dance pop,2023,2024‑02‑02,110,85,-5,33,78,177,2,5,93
16,Yellow,Coldplay,permanent wave,2000,2024‑02‑02,173,66,-7,23,28,267,0,3,93
17,Rich Baby Daddy (feat. Sexyy Red & SZA),Drake,canadian hip hop,2023,2024‑02‑02,146,73,-5,38,14,319,4,5,93
18,Feather,Sabrina Carpenter,pop,2023,2024‑02‑02,124,69,-4,9,84,186,9,3,93
19,I'm Good (Blue),David Guetta,big room,2022,2024‑02‑02,128,97,-4,37,30,175,0,3,92
20,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,rap,2022,2024‑02‑02,98,62,-6,8,17,222,42,5,92
21,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,pop,2023,2024‑02‑02,100,66,-7,13,18,229,5,4,92
22,I Ain't Worried,OneRepublic,piano rock,2022,2024‑02‑02,140,80,-6,5,83,148,8,5,92
23,Anti-Hero,Taylor Swift,pop,2022,2024‑02‑02,97,64,-7,14,53,201,13,5,92
24,Kill Bill,SZA,pop,2022,2024‑02‑02,89,74,-6,16,42,154,5,4,91
25,Save Your Tears,The Weeknd,canadian contemporary r&b,2020,2024‑02‑02,118,83,-5,54,64,216,2,3,91
26,When I Was Your Man,Bruno Mars,dance pop,2012,2024‑02‑02,73,28,-9,9,39,214,93,4,91
27,Someone You Loved,Lewis Capaldi,pop,2019,2024‑02‑02,110,41,-6,11,45,182,75,3,91
28,lovely (with Khalid),Billie Eilish,art pop,2018,2024‑02‑02,115,30,-10,10,12,200,93,3,91
29,Die For You,The Weeknd,canadian contemporary r&b,2016,2024‑02‑02,134,53,-7,13,51,260,11,6,91
30,Calm Down (with Selena Gomez),Rema,afrobeats,2022,2024‑02‑02,107,81,-5,11,80,239,38,4,90
31,Nonsense,Sabrina Carpenter,pop,2022,2024‑02‑02,139,70,-5,22,73,164,3,3,90
32,Counting Stars,OneRepublic,piano rock,2013,2024‑02‑02,122,71,-5,12,48,257,7,4,90
33,Dandelions,Ruth B.,alt z,2017,2024‑02‑02,117,69,-3,9,45,234,2,3,90
34,Perfect,Ed Sheeran,pop,2017,2024‑02‑02,95,45,-6,11,17,263,16,2,90
35,Believer,Imagine Dragons,modern rock,2017,2024‑02‑02,125,78,-4,8,67,204,6,13,90
36,Unwritten,Natasha Bedingfield,dance pop,2004,2024‑02‑02,100,80,-6,8,63,259,1,4,90
37,Stargirl Interlude,The Weeknd,canadian contemporary r&b,2016,2024‑02‑02,90,47,-13,10,43,112,35,8,89
38,Love The Way You Lie,Eminem,detroit hip hop,2010,2024‑02‑02,87,93,-5,52,64,263,24,23,89
39,Circles,Post Malone,dfw rap,2019,2024‑02‑02,120,76,-3,9,55,215,19,4,89
40,Thunder,Imagine Dragons,modern rock,2017,2024‑02‑02,168,82,-5,15,29,187,1,4,89
41,That's What I Like,Bruno Mars,dance pop,2016,2024‑02‑02,134,56,-5,9,86,207,1,4,89
42,Say You Won't Let Go,James Arthur,pop,2016,2024‑02‑02,85,56,-7,9,49,211,70,6,89
43,Call Out My Name,The Weeknd,canadian contemporary r&b,2018,2024‑02‑02,134,59,-5,31,18,228,17,4,89
44,Something Just Like This,The Chainsmokers,pop,2017,2024‑02‑02,103,64,-7,16,45,247,5,3,89
45,There's Nothing Holdin' Me Back,Shawn Mendes,canadian pop,2017,2024‑02‑02,122,81,-4,8,97,199,38,6,89
46,Night Changes,One Direction,boy band,2014,2024‑02‑02,120,52,-8,12,37,227,86,4,89
47,Watermelon Sugar,Harry Styles,pop,2019,2024‑02‑02,95,82,-4,34,56,174,12,5,89
48,Shape of You,Ed Sheeran,pop,2017,2024‑02‑02,96,65,-3,9,93,234,58,8,89
49,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,dfw rap,2019,2024‑02‑02,90,52,-4,7,93,158,53,6,88
50,All The Stars (with SZA),Kendrick Lamar,conscious hip hop,2018,2024‑02‑02,97,63,-5,9,55,232,6,6,88
51,Reminder,The Weeknd,canadian contemporary r&b,2016,2024‑02‑02,160,51,-7,16,39,219,14,19,88
52,Softcore,The Neighbourhood,modern alternative rock,2018,2024‑02‑02,94,57,-6,29,37,206,5,3,88
53,Baby Don't Hurt Me,David Guetta,big room,2023,2024‑02‑02,128,91,-3,12,23,140,0,3,88
54,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,pop,2023,2024‑02‑02,78,41,-13,6,31,180,35,6,88
55,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,pop,2023,2024‑02‑02,110,51,-9,9,7,146,19,3,88
56,deja vu,Olivia Rodrigo,pop,2021,2024‑02‑02,181,61,-7,37,18,216,58,11,88
57,Car's Outside,James Arthur,pop,2019,2024‑02‑02,150,56,-7,11,26,248,4,3,88
58,Demons,Imagine Dragons,modern rock,2012,2024‑02‑02,90,71,-3,27,43,178,19,3,88
59,Let Me Down Slowly,Alec Benjamin,alt z,2018,2024‑02‑02,150,56,-6,12,48,169,74,3,88
60,Too Good At Goodbyes,Sam Smith,pop,2017,2024‑02‑02,92,37,-8,17,48,201,64,4,88
61,Maps,Maroon 5,pop,2014,2024‑02‑02,120,71,-6,6,88,190,2,3,88
62,All of Me,John Legend,neo soul,2013,2024‑02‑02,120,26,-7,13,33,270,92,3,88
63,Let Me Love You,DJ Snake,edm,2016,2024‑02‑02,100,72,-5,14,16,206,9,3,88
64,drivers license,Olivia Rodrigo,pop,2021,2024‑02‑02,144,43,-9,11,14,242,77,6,88
65,The Nights,Avicii,dance pop,2014,2024‑02‑02,126,84,-5,25,65,177,2,4,88
66,Paint The Town Red,Doja Cat,dance pop,2023,2024‑02‑02,100,56,-8,11,73,230,26,19,88
67,7 rings,Ariana Grande,pop,2019,2024‑02‑02,140,32,-11,9,33,179,59,33,87
68,Shivers,Ed Sheeran,pop,2021,2024‑02‑02,141,86,-3,4,82,208,28,9,87
69,Chemical,Post Malone,dfw rap,2023,2024‑02‑02,170,90,-5,12,37,184,0,5,87
70,get him back!,Olivia Rodrigo,pop,2023,2024‑02‑02,162,85,-6,61,74,211,1,18,87
71,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,pop,2021,2024‑02‑02,93,52,-9,9,21,613,27,3,87
72,Happier Than Ever,Billie Eilish,art pop,2021,2024‑02‑02,81,23,-9,13,30,299,77,3,87
73,good 4 u,Olivia Rodrigo,pop,2021,2024‑02‑02,167,66,-5,8,69,178,34,15,87
74,After Hours,The Weeknd,canadian contemporary r&b,2020,2024‑02‑02,109,57,-6,12,14,361,8,3,87
75,Can't Feel My Face,The Weeknd,canadian contemporary r&b,2015,2024‑02‑02,108,77,-6,11,58,214,11,4,87
76,Memories,Maroon 5,pop,2019,2024‑02‑02,91,33,-7,8,60,189,84,6,87
77,Shallow,Lady Gaga,art pop,2018,2024‑02‑02,96,39,-6,23,32,216,37,3,87
78,Happier,Marshmello,brostep,2018,2024‑02‑02,100,79,-3,17,67,214,19,5,87
79,Stay With Me,Sam Smith,pop,2014,2024‑02‑02,84,42,-6,11,18,173,59,4,87
80,Delicate,Taylor Swift,pop,2017,2024‑02‑02,95,40,-10,9,5,232,22,7,87
81,Photograph,Ed Sheeran,pop,2014,2024‑02‑02,108,38,-10,10,20,259,61,5,87
82,Set Fire to the Rain,Adele,british soul,2011,2024‑02‑02,108,67,-4,11,45,243,0,2,87
83,I'm Not The Only One,Sam Smith,pop,2014,2024‑02‑02,82,49,-6,8,49,239,53,4,87
84,One Kiss (with Dua Lipa),Calvin Harris,dance pop,2018,2024‑02‑02,124,86,-3,8,59,215,4,11,87
85,Closer,The Chainsmokers,pop,2016,2024‑02‑02,95,52,-6,11,66,245,41,3,87
86,Hips Don't Lie (feat. Wyclef Jean),Shakira,colombian pop,2005,2024‑02‑02,100,82,-6,41,76,218,28,7,87
87,STAY (with Justin Bieber),The Kid LAROI,australian hip hop,2021,2024‑02‑02,170,76,-5,10,48,142,4,5,86
88,Desire (with Sam Smith),Calvin Harris,dance pop,2023,2024‑02‑02,140,92,-5,23,51,179,3,5,86
89,Style,Taylor Swift,pop,2014,2024‑02‑02,95,79,-6,12,49,231,0,4,86
90,Kill Bill,SZA,pop,2022,2024‑02‑02,89,73,-6,16,43,154,5,4,86
91,TV,Billie Eilish,art pop,2022,2024‑02‑02,140,24,-15,15,12,281,83,4,86
92,everything i wanted,Billie Eilish,art pop,2019,2024‑02‑02,120,23,-14,11,24,245,90,10,86
93,Outside (feat. Ellie Goulding),Calvin Harris,dance pop,2014,2024‑02‑02,128,82,-4,32,42,227,21,4,86
94,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,pop,2016,2024‑02‑02,118,45,-8,14,11,247,6,5,86
95,Attention,Charlie Puth,pop,2018,2024‑02‑02,100,61,-5,13,80,209,11,5,86
96,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,dfw rap,2018,2024‑02‑02,90,48,-6,7,91,158,56,5,86
97,Sign of the Times,Harry Styles,pop,2017,2024‑02‑02,120,60,-5,11,22,341,3,3,86
98,Hymn for the Weekend,Coldplay,permanent wave,2015,2024‑02‑02,90,69,-6,33,41,258,21,4,86
99,Agora Hills,Doja Cat,dance pop,2023,2024‑02‑02,123,69,-6,13,38,265,18,10,86
100,You Get Me So High,The Neighbourhood,modern alternative rock,2018,2024‑02‑02,88,88,-6,15,39,153,19,5,85
101,Levitating (feat. DaBaby),Dua Lipa,dance pop,2020,2024‑02‑02,103,83,-4,7,92,203,1,6,85
102,Don't Start Now,Dua Lipa,dance pop,2020,2024‑02‑02,124,79,-5,10,68,183,1,8,85
103,Bad Habits,Ed Sheeran,pop,2021,2024‑02‑02,126,89,-4,37,54,231,5,3,85
104,Thinking out Loud,Ed Sheeran,pop,2014,2024‑02‑02,79,45,-6,18,59,282,47,3,85
105,CUFF IT,Beyoncé,pop,2022,2024‑02‑02,115,69,-6,7,64,225,4,14,85
106,Miracle (with Ellie Goulding),Calvin Harris,dance pop,2023,2024‑02‑02,143,87,-5,8,31,186,4,4,85
107,Single Soon,Selena Gomez,pop,2023,2024‑02‑02,105,57,-6,13,75,172,1,8,85
108,Made You Look,Meghan Trainor,hip pop,2022,2024‑02‑02,145,53,-4,8,88,134,35,7,85
109,Unholy (feat. Kim Petras),Sam Smith,pop,2022,2024‑02‑02,131,47,-7,27,24,157,1,9,85
110,I Like You (A Happier Song) (with Doja Cat),Post Malone,dfw rap,2022,2024‑02‑02,101,67,-6,12,47,193,12,8,85
111,Leave Before You Love Me (with Jonas Brothers),Marshmello,brostep,2021,2024‑02‑02,120,74,-5,12,64,155,0,4,85
112,Just Give Me a Reason (feat. Nate Ruess),P!nk,dance pop,2012,2024‑02‑02,95,55,-7,13,44,243,35,5,85
113,Falling,Harry Styles,pop,2019,2024‑02‑02,110,27,-7,9,6,240,84,3,85
114,Always Remember Us This Way,Lady Gaga,art pop,2018,2024‑02‑02,130,50,-6,76,30,210,30,4,85
115,I Want It That Way,Backstreet Boys,boy band,1999,2024‑02‑02,99,69,-6,15,48,213,26,3,85
116,Whatever It Takes,Imagine Dragons,modern rock,2017,2024‑02‑02,135,66,-5,12,56,201,4,3,85
117,Sweet but Psycho,Ava Max,pop,2018,2024‑02‑02,133,71,-5,17,62,187,7,5,85
118,Cake By The Ocean,DNCE,dance pop,2016,2024‑02‑02,119,75,-5,4,90,219,15,5,85
119,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,pop,2016,2024‑02‑02,100,56,-8,18,35,218,62,13,85
120,STAY (with Justin Bieber),The Kid LAROI,australian hip hop,2021,2024‑02‑02,170,76,-5,10,48,142,4,5,85
121,Baby,Justin Bieber,canadian pop,2023,2024‑02‑02,65,86,-5,11,54,214,4,14,85
122,See You Again (feat. Charlie Puth),Wiz Khalifa,hip hop,2015,2024‑02‑02,80,48,-8,6,28,230,37,8,85
123,Cold Heart - PNAU Remix,Elton John,glam rock,2021,2024‑02‑02,116,80,-6,9,93,203,4,3,84
124,Eyes Closed,Ed Sheeran,pop,2023,2024‑02‑02,107,52,-7,9,31,195,25,7,84
125,Wish You The Best,Lewis Capaldi,pop,2023,2024‑02‑02,108,46,-4,10,47,211,56,3,84
126,Lavender Haze,Taylor Swift,pop,2022,2024‑02‑02,97,44,-10,16,10,202,26,8,84
127,Wow.,Post Malone,dfw rap,2019,2024‑02‑02,100,54,-7,10,39,150,14,21,84
128,Natural,Imagine Dragons,modern rock,2018,2024‑02‑02,100,61,-6,8,22,189,22,4,84
129,Love In The Dark,Adele,british soul,2015,2024‑02‑02,110,34,-6,11,15,286,53,3,84
130,Easy On Me,Adele,british soul,2021,2024‑02‑02,142,37,-8,13,13,225,58,3,84
131,If I Ain't Got You,Alicia Keys,neo soul,2003,2024‑02‑02,118,44,-9,10,17,229,60,11,84
132,Save Your Tears (with Ariana Grande) (Remix),The Weeknd,canadian contemporary r&b,2021,2024‑02‑02,118,83,-5,9,59,191,2,3,84
133,Bruises,Lewis Capaldi,pop,2019,2024‑02‑02,111,31,-8,19,36,220,95,7,84
134,Hall of Fame (feat. will.i.am),The Script,celtic rock,2012,2024‑02‑02,85,87,-4,12,63,203,7,6,84
135,She Will Be Loved - Radio Mix,Maroon 5,pop,2002,2024‑02‑02,102,66,-6,10,47,259,23,3,84
136,"thank u, next",Ariana Grande,pop,2018,2024‑02‑02,107,65,-6,10,41,207,23,7,84
137,I Like Me Better,Lauv,pop,2017,2024‑02‑02,92,51,-8,10,42,197,53,26,84
138,Summer,Calvin Harris,dance pop,2014,2024‑02‑02,128,86,-4,14,74,223,2,3,84
139,Animals,Maroon 5,pop,2015,2024‑02‑02,190,74,-6,59,33,231,0,9,84
140,Centuries,Fall Out Boy,emo,2015,2024‑02‑02,176,86,-3,10,56,228,0,7,84
141,Sugar,Maroon 5,pop,2015,2024‑02‑02,120,79,-7,9,88,235,6,3,84
142,Rude,MAGIC!,pop,2014,2024‑02‑02,144,76,-5,31,93,225,4,4,84
143,Stitches,Shawn Mendes,canadian pop,2015,2024‑02‑02,150,75,-7,5,75,207,2,7,84
144,Mercy,Shawn Mendes,canadian pop,2017,2024‑02‑02,148,66,-5,11,36,209,13,8,84
145,New Rules,Dua Lipa,dance pop,2017,2024‑02‑02,116,70,-6,15,61,209,0,7,84
146,Rolling in the Deep,Adele,british soul,2011,2024‑02‑02,105,77,-5,5,51,228,14,3,84
147,Someone Like You,Adele,british soul,2011,2024‑02‑02,135,32,-8,10,29,285,89,3,84
148,2002,Anne-Marie,pop,2018,2024‑02‑02,96,68,-3,14,60,187,4,12,84
149,Better Now,Post Malone,dfw rap,2018,2024‑02‑02,145,58,-6,14,34,231,33,4,84
150,Without Me,Halsey,electropop,2020,2024‑02‑02,136,49,-7,9,53,202,30,7,84
151,No Lie,Sean Paul,dance pop,2018,2024‑02‑02,102,88,-3,21,46,221,5,12,84
152,positions,Ariana Grande,pop,2020,2024‑02‑02,144,80,-5,9,68,172,47,9,84
153,HISS,Megan Thee Stallion,houston rap,2024,2024‑02‑02,167,66,-5,21,69,193,8,42,84
154,Moth To A Flame (with The Weeknd),Swedish House Mafia,edm,2021,2024‑02‑02,120,66,-7,11,11,234,0,4,83
155,Leave The Door Open,Bruno Mars,dance pop,2021,2024‑02‑02,148,62,-8,9,72,242,18,3,83
156,Sucker,Jonas Brothers,boy band,2019,2024‑02‑02,138,73,-5,11,95,181,4,6,83
157,Lose You To Love Me,Selena Gomez,pop,2020,2024‑02‑02,103,34,-9,21,10,206,56,4,83
158,exile (feat. Bon Iver),Taylor Swift,pop,2020,2024‑02‑02,76,38,-8,11,15,286,78,3,83
159,Stuck with U (with Justin Bieber),Ariana Grande,pop,2020,2024‑02‑02,179,45,-7,38,54,228,22,4,83
160,Bad Liar,Imagine Dragons,modern rock,2018,2024‑02‑02,178,64,-7,37,8,261,7,7,83
161,High Hopes,Panic! At The Disco,modern rock,2018,2024‑02‑02,82,90,-3,6,68,191,19,6,83
162,In the Name of Love,Martin Garrix,dutch edm,2016,2024‑02‑02,134,52,-6,45,17,196,11,4,83
163,Chandelier,Sia,australian dance,2014,2024‑02‑02,117,79,-3,7,57,216,2,5,83
164,Versace on the Floor,Bruno Mars,dance pop,2016,2024‑02‑02,174,57,-6,8,30,261,20,5,83
165,24K Magic,Bruno Mars,dance pop,2016,2024‑02‑02,107,80,-4,15,63,226,3,8,83
166,The Middle,Zedd,complextro,2018,2024‑02‑02,107,66,-3,11,44,185,17,4,83
167,Just the Way You Are,Bruno Mars,dance pop,2010,2024‑02‑02,109,84,-5,6,42,221,1,4,83
168,willow,Taylor Swift,pop,2020,2024‑02‑02,81,57,-9,14,53,215,83,17,83
169,Train Wreck,James Arthur,pop,2016,2024‑02‑02,77,49,-6,7,23,209,70,4,83
170,Unstoppable,Sia,australian dance,2016,2024‑02‑02,174,78,-5,10,26,218,11,8,83
171,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,canadian pop,2021,2024‑02‑02,90,70,-6,42,46,198,32,12,83
172,Señorita,Shawn Mendes,canadian pop,2019,2024‑02‑02,117,55,-6,8,75,191,4,3,82
173,Unstoppable,Sia,australian dance,2016,2024‑02‑02,174,78,-5,10,26,218,11,8,82
174,Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN,pop,2018,2024‑02‑02,180,44,-7,11,10,239,10,4,82
175,Ribs,Lorde,art pop,2013,2024‑02‑02,128,47,-9,11,4,259,53,9,82
176,Merry Christmas,Ed Sheeran,pop,2021,2024‑02‑02,114,94,-2,10,60,209,24,4,82
177,Selfish,Justin Timberlake,dance pop,2024,2024‑02‑02,88,54,-7,9,38,229,7,4,82
178,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,pop,2023,2024‑02‑02,123,76,-5,6,82,273,6,3,82
179,Words (feat. Zara Larsson),Alesso,dance pop,2022,2024‑02‑02,124,59,-5,31,44,143,2,5,82
180,Wildest Dreams (Taylor's Version),Taylor Swift,pop,2021,2024‑02‑02,140,67,-7,13,50,220,4,6,82
181,Levitating,Dua Lipa,dance pop,2020,2024‑02‑02,103,88,-2,21,91,204,6,8,82
182,Maniac,Conan Gray,bedroom pop,2019,2024‑02‑02,108,64,-5,35,49,186,0,4,82
183,Eastside (with Halsey & Khalid),benny blanco,pop,2018,2024‑02‑02,90,69,-8,20,33,171,55,24,82
184,End Game,Taylor Swift,pop,2017,2024‑02‑02,159,59,-6,11,15,245,1,6,82
185,You Are The Reason,Calum Scott,pop,2018,2024‑02‑02,171,24,-8,14,22,204,92,3,82
186,I'm Yours,Jason Mraz,acoustic pop,2008,2024‑02‑02,151,44,-9,10,71,243,56,4,82
187,Can I Be Him,James Arthur,pop,2016,2024‑02‑02,108,54,-6,9,48,247,31,5,82
188,Castle on the Hill,Ed Sheeran,pop,2017,2024‑02‑02,135,83,-5,14,47,261,2,10,82
189,Galway Girl,Ed Sheeran,pop,2017,2024‑02‑02,100,88,-3,33,78,171,7,10,82
190,Him & I (with Halsey),G-Eazy,indie pop rap,2017,2024‑02‑02,88,73,-6,31,19,269,5,9,82
191,Havana (feat. Young Thug),Camila Cabello,dance pop,2018,2024‑02‑02,105,52,-4,13,39,217,18,3,82
192,IDGAF,Dua Lipa,dance pop,2017,2024‑02‑02,97,54,-6,8,51,218,4,9,82
193,Marry You,Bruno Mars,dance pop,2010,2024‑02‑02,145,82,-5,10,45,230,33,4,82
194,Bones,Imagine Dragons,modern rock,2022,2024‑02‑02,114,74,-4,8,57,165,2,5,82
195,Don't Let Me Down,The Chainsmokers,pop,2016,2024‑02‑02,160,87,-5,14,42,208,16,17,82
196,Roar,Katy Perry,pop,2013,2024‑02‑02,90,77,-5,35,44,224,0,3,82
197,10:35,Tiësto,big room,2022,2024‑02‑02,120,79,-6,18,70,172,7,10,81
198,K-POP,Travis Scott,hip hop,2023,2024‑02‑02,121,62,-6,67,54,185,4,6,81
199,Forget Me,Lewis Capaldi,pop,2022,2024‑02‑02,102,76,-4,34,70,204,32,4,81
200,you broke me first,Tate McRae,alt z,2020,2024‑02‑02,124,38,-9,9,8,170,80,5,81
201,WAP (feat. Megan Thee Stallion),Cardi B,pop,2020,2024‑02‑02,133,45,-8,8,36,188,2,38,81
202,Hold Me While You Wait,Lewis Capaldi,pop,2019,2024‑02‑02,107,53,-6,10,16,206,44,3,81
203,Impossible,James Arthur,pop,2013,2024‑02‑02,170,70,-5,11,30,209,14,9,81
204,Strawberries & Cigarettes,Troye Sivan,australian pop,2018,2024‑02‑02,84,54,-9,8,25,202,16,8,81
205,boyfriend (with Social House),Ariana Grande,pop,2019,2024‑02‑02,190,80,-4,16,70,186,12,46,81
206,Goodbyes (feat. Young Thug),Post Malone,dfw rap,2019,2024‑02‑02,150,65,-4,10,16,175,46,8,81
207,Be Alright,Dean Lewis,australian pop,2018,2024‑02‑02,127,59,-6,8,44,196,70,4,81
208,PILLOWTALK,ZAYN,pop,2016,2024‑02‑02,125,70,-4,9,44,203,12,5,81
209,It Ain't Me (with Selena Gomez),Kygo,edm,2017,2024‑02‑02,100,53,-7,9,52,221,12,7,81
210,Wolves,Selena Gomez,pop,2017,2024‑02‑02,125,80,-5,20,31,198,12,4,81
211,no tears left to cry,Ariana Grande,pop,2018,2024‑02‑02,122,71,-6,29,35,206,4,6,81
212,Numb,Marshmello,brostep,2022,2024‑02‑02,120,77,-5,10,63,156,12,5,80
213,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,modern rock,2021,2024‑02‑02,77,78,-4,43,56,173,24,27,80
214,Oh My God,Adele,british soul,2021,2024‑02‑02,88,73,-4,3,55,225,9,5,80
215,Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,pop,2021,2024‑02‑02,99,68,-5,15,72,227,4,3,80
216,I Like It,Cardi B,pop,2018,2024‑02‑02,136,73,-4,37,65,253,10,13,80
217,I Will Always Love You,Whitney Houston,dance pop,1992,2024‑02‑02,68,21,-13,8,11,271,85,3,80
